Index,ProblemSize,ThreadsPerBlock,NumBlocks,Alignment
174,1050,92,90,bad
175,1050,92,275,bad
176,1050,464,2,bad
177,1050,464,39,bad
178,1050,464,61,bad
179,1050,464,90,bad
180,1050,464,275,bad
181,1050,352,2,good
182,1050,352,39,good
183,1050,352,61,good
184,1050,352,90,good
185,1050,352,275,good
186,1050,306,2,bad
187,1050,306,39,bad
188,1050,306,61,bad
189,1050,306,90,bad
190,1050,306,275,bad
191,1050,192,2,good
192,1050,192,39,good
193,1050,192,61,good
194,1050,192,90,good
195,1050,192,275,good
196,1050,741,2,bad
197,1050,741,39,bad
198,1050,741,61,bad
199,1050,741,90,bad
200,1050,741,275,bad
201,1055,576,2,good
202,1055,576,39,good
203,1055,576,61,good
204,1055,576,90,good
205,1055,576,275,good
206,1055,734,2,bad
207,1055,734,39,bad
208,1055,734,61,bad
209,1055,734,90,bad
210,1055,734,275,bad
211,1055,128,2,good
212,1055,128,39,good
213,1055,128,61,good
214,1055,128,90,good
215,1055,128,275,good
216,1055,768,2,good
217,1055,768,39,good
218,1055,768,61,good
219,1055,768,90,good
220,1055,768,275,good
221,1055,92,2,bad
222,1055,92,39,bad
223,1055,92,61,bad
224,1055,92,90,bad
225,1055,92,275,bad
226,1055,464,2,bad
227,1055,464,39,bad
228,1055,464,61,bad
229,1055,464,90,bad
230,1055,464,275,bad
231,1055,352,2,good
232,1055,352,39,good
233,1055,352,61,good
234,1055,352,90,good
235,1055,352,275,good
236,1055,306,2,bad
237,1055,306,39,bad
238,1055,306,61,bad
239,1055,306,90,bad
240,1055,306,275,bad
241,1055,192,2,good
242,1055,192,39,good
243,1055,192,61,good
244,1055,192,90,good
245,1055,192,275,good
246,1055,741,2,bad
247,1055,741,39,bad
248,1055,741,61,bad
249,1055,741,90,bad
250,1055,741,275,bad
251,1064,576,2,good
252,1064,576,39,good
253,1064,576,61,good
254,1064,576,90,good
255,1064,576,275,good
256,1064,734,2,bad
257,1064,734,39,bad
258,1064,734,61,bad
259,1064,734,90,bad
260,1064,734,275,bad
261,1064,128,2,good
262,1064,128,39,good
263,1064,128,61,good
264,1064,128,90,good
265,1064,128,275,good
266,1064,768,2,good
267,1064,768,39,good
268,1064,768,61,good
269,1064,768,90,good
270,1064,768,275,good
271,1064,92,2,bad
272,1064,92,39,bad
273,1064,92,61,bad
274,1064,92,90,bad
275,1064,92,275,bad
276,1064,464,2,bad
277,1064,464,39,bad
278,1064,464,61,bad
279,1064,464,90,bad
280,1064,464,275,bad
281,1064,352,2,good
282,1064,352,39,good
283,1064,352,61,good
284,1064,352,90,good
285,1064,352,275,good
286,1064,306,2,bad
287,1064,306,39,bad
288,1064,306,61,bad
289,1064,306,90,bad
290,1064,306,275,bad
291,1064,192,2,good
292,1064,192,39,good
293,1064,192,61,good
294,1064,192,90,good
295,1064,192,275,good
296,1064,741,2,bad
297,1064,741,39,bad
298,1064,741,61,bad
299,1064,741,90,bad
300,1064,741,275,bad
301,1070,576,2,good
302,1070,576,39,good
303,1070,576,61,good
304,1070,576,90,good
305,1070,576,275,good
306,1070,734,2,bad
307,1070,734,39,bad
308,1070,734,61,bad
309,1070,734,90,bad
310,1070,734,275,bad
311,1070,128,2,good
312,1070,128,39,good
313,1070,128,61,good
314,1070,128,90,good
315,1070,128,275,good
316,1070,768,2,good
317,1070,768,39,good
318,1070,768,61,good
319,1070,768,90,good
320,1070,768,275,good
321,1070,92,2,bad
322,1070,92,39,bad
323,1070,92,61,bad
324,1070,92,90,bad
325,1070,92,275,bad
326,1070,464,2,bad
327,1070,464,39,bad
328,1070,464,61,bad
329,1070,464,90,bad
330,1070,464,275,bad
331,1070,352,2,good
332,1070,352,39,good
333,1070,352,61,good
334,1070,352,90,good
335,1070,352,275,good
336,1070,306,2,bad
337,1070,306,39,bad
338,1070,306,61,bad
339,1070,306,90,bad
340,1070,306,275,bad
341,1070,192,2,good
342,1070,192,39,good
343,1070,192,61,good
344,1070,192,90,good
345,1070,192,275,good
346,1070,741,2,bad
347,1070,741,39,bad
348,1070,741,61,bad
349,1070,741,90,bad
350,1070,741,275,bad
351,1073,576,2,good
352,1073,576,39,good
353,1073,576,61,good
354,1073,576,90,good
355,1073,576,275,good
356,1073,734,2,bad
357,1073,734,39,bad
358,1073,734,61,bad
359,1073,734,90,bad
360,1073,734,275,bad
361,1073,128,2,good
362,1073,128,39,good
363,1073,128,61,good
364,1073,128,90,good
365,1073,128,275,good
366,1073,768,2,good
367,1073,768,39,good
368,1073,768,61,good
369,1073,768,90,good
370,1073,768,275,good
371,1073,92,2,bad
372,1073,92,39,bad
373,1073,92,61,bad
374,1073,92,90,bad
375,1073,92,275,bad
376,1073,464,2,bad
377,1073,464,39,bad
378,1073,464,61,bad
379,1073,464,90,bad
380,1073,464,275,bad
381,1073,352,2,good
382,1073,352,39,good
383,1073,352,61,good
384,1073,352,90,good
385,1073,352,275,good
386,1073,306,2,bad
387,1073,306,39,bad
388,1073,306,61,bad
389,1073,306,90,bad
390,1073,306,275,bad
391,1073,192,2,good
392,1073,192,39,good
393,1073,192,61,good
394,1073,192,90,good
395,1073,192,275,good
396,1073,741,2,bad
397,1073,741,39,bad
398,1073,741,61,bad
399,1073,741,90,bad
400,1073,741,275,bad
401,1082,576,2,good
402,1082,576,39,good
403,1082,576,61,good
404,1082,576,90,good
405,1082,576,275,good
406,1082,734,2,bad
407,1082,734,39,bad
408,1082,734,61,bad
409,1082,734,90,bad
410,1082,734,275,bad
411,1082,128,2,good
412,1082,128,39,good
413,1082,128,61,good
414,1082,128,90,good
415,1082,128,275,good
416,1082,768,2,good
417,1082,768,39,good
418,1082,768,61,good
419,1082,768,90,good
420,1082,768,275,good
421,1082,92,2,bad
422,1082,92,39,bad
423,1082,92,61,bad
424,1082,92,90,bad
425,1082,92,275,bad
426,1082,464,2,bad
427,1082,464,39,bad
428,1082,464,61,bad
429,1082,464,90,bad
430,1082,464,275,bad
431,1082,352,2,good
432,1082,352,39,good
433,1082,352,61,good
434,1082,352,90,good
435,1082,352,275,good
436,1082,306,2,bad
437,1082,306,39,bad
438,1082,306,61,bad
439,1082,306,90,bad
440,1082,306,275,bad
441,1082,192,2,good
442,1082,192,39,good
443,1082,192,61,good
444,1082,192,90,good
445,1082,192,275,good
446,1082,741,2,bad
447,1082,741,39,bad
448,1082,741,61,bad
449,1082,741,90,bad
450,1082,741,275,bad
451,1085,576,2,good
452,1085,576,39,good
453,1085,576,61,good
454,1085,576,90,good
455,1085,576,275,good
456,1085,734,2,bad
457,1085,734,39,bad
458,1085,734,61,bad
459,1085,734,90,bad
460,1085,734,275,bad
461,1085,128,2,good
462,1085,128,39,good
463,1085,128,61,good
464,1085,128,90,good
465,1085,128,275,good
466,1085,768,2,good
467,1085,768,39,good
468,1085,768,61,good
469,1085,768,90,good
470,1085,768,275,good
471,1085,92,2,bad
472,1085,92,39,bad
473,1085,92,61,bad
474,1085,92,90,bad
475,1085,92,275,bad
476,1085,464,2,bad
477,1085,464,39,bad
478,1085,464,61,bad
479,1085,464,90,bad
480,1085,464,275,bad
481,1085,352,2,good
482,1085,352,39,good
483,1085,352,61,good
484,1085,352,90,good
485,1085,352,275,good
486,1085,306,2,bad
487,1085,306,39,bad
488,1085,306,61,bad
489,1085,306,90,bad
490,1085,306,275,bad
491,1085,192,2,good
492,1085,192,39,good
493,1085,192,61,good
494,1085,192,90,good
495,1085,192,275,good
496,1085,741,2,bad
497,1085,741,39,bad
498,1085,741,61,bad
499,1085,741,90,bad
500,1085,741,275,bad
501,1091,576,2,good
502,1091,576,39,good
503,1091,576,61,good
504,1091,576,90,good
505,1091,576,275,good
506,1091,734,2,bad
507,1091,734,39,bad
508,1091,734,61,bad
509,1091,734,90,bad
510,1091,734,275,bad
511,1091,128,2,good
512,1091,128,39,good
513,1091,128,61,good
514,1091,128,90,good
515,1091,128,275,good
516,1091,768,2,good
517,1091,768,39,good
518,1091,768,61,good
519,1091,768,90,good
520,1091,768,275,good
521,1091,92,2,bad
522,1091,92,39,bad
523,1091,92,61,bad
524,1091,92,90,bad
525,1091,92,275,bad
526,1091,464,2,bad
527,1091,464,39,bad
528,1091,464,61,bad
529,1091,464,90,bad
530,1091,464,275,bad
531,1091,352,2,good
532,1091,352,39,good
533,1091,352,61,good
534,1091,352,90,good
535,1091,352,275,good
536,1091,306,2,bad
537,1091,306,39,bad
538,1091,306,61,bad
539,1091,306,90,bad
540,1091,306,275,bad
541,1091,192,2,good
542,1091,192,39,good
543,1091,192,61,good
544,1091,192,90,good
545,1091,192,275,good
546,1091,741,2,bad
547,1091,741,39,bad
548,1091,741,61,bad
549,1091,741,90,bad
550,1091,741,275,bad
551,1122,576,2,good
552,1122,576,39,good
553,1122,576,61,good
554,1122,576,90,good
555,1122,576,275,good
556,1122,734,2,bad
557,1122,734,39,bad
558,1122,734,61,bad
559,1122,734,90,bad
560,1122,734,275,bad
561,1122,128,2,good
562,1122,128,39,good
563,1122,128,61,good
564,1122,128,90,good
565,1122,128,275,good
566,1122,768,2,good
567,1122,768,39,good
568,1122,768,61,good
569,1122,768,90,good
570,1122,768,275,good
571,1122,92,2,bad
572,1122,92,39,bad
573,1122,92,61,bad
574,1122,92,90,bad
575,1122,92,275,bad
576,1122,464,2,bad
577,1122,464,39,bad
578,1122,464,61,bad
579,1122,464,90,bad
580,1122,464,275,bad
581,1122,352,2,good
582,1122,352,39,good
583,1122,352,61,good
584,1122,352,90,good
585,1122,352,275,good
586,1122,306,2,bad
587,1122,306,39,bad
588,1122,306,61,bad
589,1122,306,90,bad
590,1122,306,275,bad
591,1122,192,2,good
592,1122,192,39,good
593,1122,192,61,good
594,1122,192,90,good
595,1122,192,275,good
596,1122,741,2,bad
597,1122,741,39,bad
598,1122,741,61,bad
599,1122,741,90,bad
600,1122,741,275,bad
601,1133,576,2,good
602,1133,576,39,good
603,1133,576,61,good
604,1133,576,90,good
605,1133,576,275,good
606,1133,734,2,bad
607,1133,734,39,bad
608,1133,734,61,bad
609,1133,734,90,bad
610,1133,734,275,bad
611,1133,128,2,good
612,1133,128,39,good
613,1133,128,61,good
614,1133,128,90,good
615,1133,128,275,good
616,1133,768,2,good
617,1133,768,39,good
618,1133,768,61,good
619,1133,768,90,good
620,1133,768,275,good
621,1133,92,2,bad
622,1133,92,39,bad
623,1133,92,61,bad
624,1133,92,90,bad
625,1133,92,275,bad
626,1133,464,2,bad
627,1133,464,39,bad
628,1133,464,61,bad
629,1133,464,90,bad
630,1133,464,275,bad
631,1133,352,2,good
632,1133,352,39,good
633,1133,352,61,good
634,1133,352,90,good
635,1133,352,275,good
636,1133,306,2,bad
637,1133,306,39,bad
638,1133,306,61,bad
639,1133,306,90,bad
640,1133,306,275,bad
641,1133,192,2,good
642,1133,192,39,good
643,1133,192,61,good
644,1133,192,90,good
645,1133,192,275,good
646,1133,741,2,bad
647,1133,741,39,bad
648,1133,741,61,bad
649,1133,741,90,bad
650,1133,741,275,bad
651,1145,576,2,good
652,1145,576,39,good
653,1145,576,61,good
654,1145,576,90,good
655,1145,576,275,good
656,1145,734,2,bad
657,1145,734,39,bad
658,1145,734,61,bad
659,1145,734,90,bad
660,1145,734,275,bad
661,1145,128,2,good
662,1145,128,39,good
663,1145,128,61,good
664,1145,128,90,good
665,1145,128,275,good
666,1145,768,2,good
667,1145,768,39,good
668,1145,768,61,good
669,1145,768,90,good
670,1145,768,275,good
671,1145,92,2,bad
672,1145,92,39,bad
673,1145,92,61,bad
674,1145,92,90,bad
675,1145,92,275,bad
676,1145,464,2,bad
677,1145,464,39,bad
678,1145,464,61,bad
679,1145,464,90,bad
680,1145,464,275,bad
681,1145,352,2,good
682,1145,352,39,good
683,1145,352,61,good
684,1145,352,90,good
685,1145,352,275,good
686,1145,306,2,bad
687,1145,306,39,bad
688,1145,306,61,bad
689,1145,306,90,bad
690,1145,306,275,bad
691,1145,192,2,good
692,1145,192,39,good
693,1145,192,61,good
694,1145,192,90,good
695,1145,192,275,good
696,1145,741,2,bad
697,1145,741,39,bad
698,1145,741,61,bad
699,1145,741,90,bad
700,1145,741,275,bad
701,1149,576,2,good
702,1149,576,39,good
703,1149,576,61,good
704,1149,576,90,good
705,1149,576,275,good
706,1149,734,2,bad
707,1149,734,39,bad
708,1149,734,61,bad
709,1149,734,90,bad
710,1149,734,275,bad
711,1149,128,2,good
712,1149,128,39,good
713,1149,128,61,good
714,1149,128,90,good
715,1149,128,275,good
716,1149,768,2,good
717,1149,768,39,good
718,1149,768,61,good
719,1149,768,90,good
720,1149,768,275,good
721,1149,92,2,bad
722,1149,92,39,bad
723,1149,92,61,bad
724,1149,92,90,bad
725,1149,92,275,bad
726,1149,464,2,bad
727,1149,464,39,bad
728,1149,464,61,bad
729,1149,464,90,bad
730,1149,464,275,bad
731,1149,352,2,good
732,1149,352,39,good
733,1149,352,61,good
734,1149,352,90,good
735,1149,352,275,good
736,1149,306,2,bad
737,1149,306,39,bad
738,1149,306,61,bad
739,1149,306,90,bad
740,1149,306,275,bad
741,1149,192,2,good
742,1149,192,39,good
743,1149,192,61,good
744,1149,192,90,good
745,1149,192,275,good
746,1149,741,2,bad
747,1149,741,39,bad
748,1149,741,61,bad
749,1149,741,90,bad
750,1149,741,275,bad
751,1151,576,2,good
752,1151,576,39,good
753,1151,576,61,good
754,1151,576,90,good
755,1151,576,275,good
756,1151,734,2,bad
757,1151,734,39,bad
758,1151,734,61,bad
759,1151,734,90,bad
760,1151,734,275,bad
761,1151,128,2,good
762,1151,128,39,good
763,1151,128,61,good
764,1151,128,90,good
765,1151,128,275,good
766,1151,768,2,good
767,1151,768,39,good
768,1151,768,61,good
769,1151,768,90,good
770,1151,768,275,good
771,1151,92,2,bad
772,1151,92,39,bad
773,1151,92,61,bad
774,1151,92,90,bad
775,1151,92,275,bad
776,1151,464,2,bad
777,1151,464,39,bad
778,1151,464,61,bad
779,1151,464,90,bad
780,1151,464,275,bad
781,1151,352,2,good
782,1151,352,39,good
783,1151,352,61,good
784,1151,352,90,good
785,1151,352,275,good
786,1151,306,2,bad
787,1151,306,39,bad
788,1151,306,61,bad
789,1151,306,90,bad
790,1151,306,275,bad
791,1151,192,2,good
792,1151,192,39,good
793,1151,192,61,good
794,1151,192,90,good
795,1151,192,275,good
796,1151,741,2,bad
797,1151,741,39,bad
798,1151,741,61,bad
799,1151,741,90,bad
800,1151,741,275,bad
801,1152,576,2,good
802,1152,576,39,good
803,1152,576,61,good
804,1152,576,90,good
805,1152,576,275,good
806,1152,734,2,bad
807,1152,734,39,bad
808,1152,734,61,bad
809,1152,734,90,bad
810,1152,734,275,bad
811,1152,128,2,good
812,1152,128,39,good
813,1152,128,61,good
814,1152,128,90,good
815,1152,128,275,good
816,1152,768,2,good
817,1152,768,39,good
818,1152,768,61,good
819,1152,768,90,good
820,1152,768,275,good
821,1152,92,2,bad
822,1152,92,39,bad
823,1152,92,61,bad
824,1152,92,90,bad
825,1152,92,275,bad
826,1152,464,2,bad
827,1152,464,39,bad
828,1152,464,61,bad
829,1152,464,90,bad
830,1152,464,275,bad
831,1152,352,2,good
832,1152,352,39,good
833,1152,352,61,good
834,1152,352,90,good
835,1152,352,275,good
836,1152,306,2,bad
837,1152,306,39,bad
838,1152,306,61,bad
839,1152,306,90,bad
840,1152,306,275,bad
841,1152,192,2,good
842,1152,192,39,good
843,1152,192,61,good
844,1152,192,90,good
845,1152,192,275,good
846,1152,741,2,bad
847,1152,741,39,bad
848,1152,741,61,bad
849,1152,741,90,bad
850,1152,741,275,bad
851,1153,576,2,good
852,1153,576,39,good
853,1153,576,61,good
854,1153,576,90,good
855,1153,576,275,good
856,1153,734,2,bad
857,1153,734,39,bad
858,1153,734,61,bad
859,1153,734,90,bad
860,1153,734,275,bad
861,1153,128,2,good
862,1153,128,39,good
863,1153,128,61,good
864,1153,128,90,good
865,1153,128,275,good
866,1153,768,2,good
867,1153,768,39,good
868,1153,768,61,good
869,1153,768,90,good
870,1153,768,275,good
871,1153,92,2,bad
872,1153,92,39,bad
873,1153,92,61,bad
874,1153,92,90,bad
875,1153,92,275,bad
876,1153,464,2,bad
877,1153,464,39,bad
878,1153,464,61,bad
879,1153,464,90,bad
880,1153,464,275,bad
881,1153,352,2,good
882,1153,352,39,good
883,1153,352,61,good
884,1153,352,90,good
885,1153,352,275,good
886,1153,306,2,bad
887,1153,306,39,bad
888,1153,306,61,bad
889,1153,306,90,bad
890,1153,306,275,bad
891,1153,192,2,good
892,1153,192,39,good
893,1153,192,61,good
894,1153,192,90,good
895,1153,192,275,good
896,1153,741,2,bad
897,1153,741,39,bad
898,1153,741,61,bad
899,1153,741,90,bad
900,1153,741,275,bad
901,1160,576,2,good
902,1160,576,39,good
903,1160,576,61,good
904,1160,576,90,good
905,1160,576,275,good
906,1160,734,2,bad
907,1160,734,39,bad
908,1160,734,61,bad
909,1160,734,90,bad
910,1160,734,275,bad
911,1160,128,2,good
912,1160,128,39,good
913,1160,128,61,good
914,1160,128,90,good
915,1160,128,275,good
916,1160,768,2,good
917,1160,768,39,good
918,1160,768,61,good
919,1160,768,90,good
920,1160,768,275,good
921,1160,92,2,bad
922,1160,92,39,bad
923,1160,92,61,bad
924,1160,92,90,bad
925,1160,92,275,bad
926,1160,464,2,bad
927,1160,464,39,bad
928,1160,464,61,bad
929,1160,464,90,bad
930,1160,464,275,bad
931,1160,352,2,good
932,1160,352,39,good
933,1160,352,61,good
934,1160,352,90,good
935,1160,352,275,good
936,1160,306,2,bad
937,1160,306,39,bad
938,1160,306,61,bad
939,1160,306,90,bad
940,1160,306,275,bad
941,1160,192,2,good
942,1160,192,39,good
943,1160,192,61,good
944,1160,192,90,good
945,1160,192,275,good
946,1160,741,2,bad
947,1160,741,39,bad
948,1160,741,61,bad
949,1160,741,90,bad
950,1160,741,275,bad
951,1225,576,2,good
952,1225,576,39,good
953,1225,576,61,good
954,1225,576,90,good
955,1225,576,275,good
956,1225,734,2,bad
957,1225,734,39,bad
958,1225,734,61,bad
959,1225,734,90,bad
960,1225,734,275,bad
961,1225,128,2,good
962,1225,128,39,good
963,1225,128,61,good
964,1225,128,90,good
965,1225,128,275,good
966,1225,768,2,good
967,1225,768,39,good
968,1225,768,61,good
969,1225,768,90,good
970,1225,768,275,good
971,1225,92,2,bad
972,1225,92,39,bad
973,1225,92,61,bad
974,1225,92,90,bad
975,1225,92,275,bad
976,1225,464,2,bad
977,1225,464,39,bad
978,1225,464,61,bad
979,1225,464,90,bad
980,1225,464,275,bad
981,1225,352,2,good
982,1225,352,39,good
983,1225,352,61,good
984,1225,352,90,good
985,1225,352,275,good
986,1225,306,2,bad
987,1225,306,39,bad
988,1225,306,61,bad
989,1225,306,90,bad
990,1225,306,275,bad
991,1225,192,2,good
992,1225,192,39,good
993,1225,192,61,good
994,1225,192,90,good
995,1225,192,275,good
996,1225,741,2,bad
997,1225,741,39,bad
998,1225,741,61,bad
999,1225,741,90,bad
1000,1225,741,275,bad
1001,1231,576,2,good
1002,1231,576,39,good
1003,1231,576,61,good
1004,1231,576,90,good
1005,1231,576,275,good
1006,1231,734,2,bad
1007,1231,734,39,bad
1008,1231,734,61,bad
1009,1231,734,90,bad
1010,1231,734,275,bad
1011,1231,128,2,good
1012,1231,128,39,good
1013,1231,128,61,good
1014,1231,128,90,good
1015,1231,128,275,good
1016,1231,768,2,good
1017,1231,768,39,good
1018,1231,768,61,good
1019,1231,768,90,good
1020,1231,768,275,good
1021,1231,92,2,bad
1022,1231,92,39,bad
1023,1231,92,61,bad
1024,1231,92,90,bad
1025,1231,92,275,bad
1026,1231,464,2,bad
1027,1231,464,39,bad
1028,1231,464,61,bad
1029,1231,464,90,bad
1030,1231,464,275,bad
1031,1231,352,2,good
1032,1231,352,39,good
1033,1231,352,61,good
1034,1231,352,90,good
1035,1231,352,275,good
1036,1231,306,2,bad
1037,1231,306,39,bad
1038,1231,306,61,bad
1039,1231,306,90,bad
1040,1231,306,275,bad
1041,1231,192,2,good
1042,1231,192,39,good
1043,1231,192,61,good
1044,1231,192,90,good
1045,1231,192,275,good
1046,1231,741,2,bad
1047,1231,741,39,bad
1048,1231,741,61,bad
1049,1231,741,90,bad
1050,1231,741,275,bad
1051,1245,576,2,good
1052,1245,576,39,good
1053,1245,576,61,good
1054,1245,576,90,good
1055,1245,576,275,good
1056,1245,734,2,bad
1057,1245,734,39,bad
1058,1245,734,61,bad
1059,1245,734,90,bad
1060,1245,734,275,bad
1061,1245,128,2,good
1062,1245,128,39,good
1063,1245,128,61,good
1064,1245,128,90,good
1065,1245,128,275,good
1066,1245,768,2,good
1067,1245,768,39,good
1068,1245,768,61,good
1069,1245,768,90,good
1070,1245,768,275,good
1071,1245,92,2,bad
1072,1245,92,39,bad
1073,1245,92,61,bad
1074,1245,92,90,bad
1075,1245,92,275,bad
1076,1245,464,2,bad
1077,1245,464,39,bad
1078,1245,464,61,bad
1079,1245,464,90,bad
1080,1245,464,275,bad
1081,1245,352,2,good
1082,1245,352,39,good
1083,1245,352,61,good
1084,1245,352,90,good
1085,1245,352,275,good
1086,1245,306,2,bad
1087,1245,306,39,bad
1088,1245,306,61,bad
1089,1245,306,90,bad
1090,1245,306,275,bad
1091,1245,192,2,good
1092,1245,192,39,good
1093,1245,192,61,good
1094,1245,192,90,good
1095,1245,192,275,good
1096,1245,741,2,bad
1097,1245,741,39,bad
1098,1245,741,61,bad
1099,1245,741,90,bad
1100,1245,741,275,bad
1101,1247,576,2,good
1102,1247,576,39,good
1103,1247,576,61,good
1104,1247,576,90,good
1105,1247,576,275,good
1106,1247,734,2,bad
1107,1247,734,39,bad
1108,1247,734,61,bad
1109,1247,734,90,bad
1110,1247,734,275,bad
1111,1247,128,2,good
1112,1247,128,39,good
1113,1247,128,61,good
1114,1247,128,90,good
1115,1247,128,275,good
1116,1247,768,2,good
1117,1247,768,39,good
1118,1247,768,61,good
1119,1247,768,90,good
1120,1247,768,275,good
1121,1247,92,2,bad
1122,1247,92,39,bad
1123,1247,92,61,bad
1124,1247,92,90,bad
1125,1247,92,275,bad
1126,1247,464,2,bad
1127,1247,464,39,bad
1128,1247,464,61,bad
1129,1247,464,90,bad
1130,1247,464,275,bad
1131,1247,352,2,good
1132,1247,352,39,good
1133,1247,352,61,good
1134,1247,352,90,good
1135,1247,352,275,good
1136,1247,306,2,bad
1137,1247,306,39,bad
1138,1247,306,61,bad
1139,1247,306,90,bad
1140,1247,306,275,bad
1141,1247,192,2,good
1142,1247,192,39,good
1143,1247,192,61,good
1144,1247,192,90,good
1145,1247,192,275,good
1146,1247,741,2,bad
1147,1247,741,39,bad
1148,1247,741,61,bad
1149,1247,741,90,bad
1150,1247,741,275,bad
1151,1251,576,2,good
1152,1251,576,39,good
1153,1251,576,61,good
1154,1251,576,90,good
1155,1251,576,275,good
1156,1251,734,2,bad
1157,1251,734,39,bad
1158,1251,734,61,bad
1159,1251,734,90,bad
1160,1251,734,275,bad
1161,1251,128,2,good
1162,1251,128,39,good
1163,1251,128,61,good
1164,1251,128,90,good
1165,1251,128,275,good
1166,1251,768,2,good
1167,1251,768,39,good
1168,1251,768,61,good
1169,1251,768,90,good
1170,1251,768,275,good
1171,1251,92,2,bad
1172,1251,92,39,bad
1173,1251,92,61,bad
1174,1251,92,90,bad
1175,1251,92,275,bad
1176,1251,464,2,bad
1177,1251,464,39,bad
1178,1251,464,61,bad
1179,1251,464,90,bad
1180,1251,464,275,bad
1181,1251,352,2,good
1182,1251,352,39,good
1183,1251,352,61,good
1184,1251,352,90,good
1185,1251,352,275,good
1186,1251,306,2,bad
1187,1251,306,39,bad
1188,1251,306,61,bad
1189,1251,306,90,bad
1190,1251,306,275,bad
1191,1251,192,2,good
1192,1251,192,39,good
1193,1251,192,61,good
1194,1251,192,90,good
