Index,ProblemSize,ThreadsPerBlock,NumBlocks,Alignment
126,241,576,2,good
127,243,224,2,good
128,244,910,1,bad
129,246,349,1,bad
130,248,832,2,good
131,249,256,1,good
132,250,1024,2,good
133,251,843,2,bad
134,256,432,2,bad
135,257,288,2,good
136,259,66,5,bad
137,260,32,16,good
138,261,832,1,good
139,262,1017,1,bad
140,263,301,1,bad
141,264,238,2,bad
142,266,1024,1,good
143,267,256,2,good
144,268,384,1,good
145,271,192,3,good
146,272,480,1,good
147,273,161,2,bad
148,274,350,2,bad
149,275,352,1,good
150,277,44,8,bad
151,278,608,2,good
152,280,480,1,good
153,281,672,2,good
154,283,352,2,good
155,284,217,2,bad
156,285,32,10,good
157,286,316,1,bad
158,288,524,1,bad
159,289,169,4,bad
160,290,224,4,good
161,291,466,2,bad
162,296,887,1,bad
163,297,672,1,good
164,299,64,10,good
165,300,646,1,bad
166,301,928,2,good
167,302,383,2,bad
168,303,314,1,bad
169,304,290,3,bad
170,306,544,2,good
171,307,739,1,bad
172,308,202,4,bad
173,309,96,8,good
174,311,155,4,bad
175,313,864,1,good
176,314,192,3,good
177,316,388,2,bad
178,318,447,1,bad
179,320,832,1,good
180,321,128,6,good
181,322,160,6,good
182,323,224,4,good
183,324,436,1,bad
184,325,800,2,good
185,327,123,4,bad
186,328,225,3,bad
187,329,320,3,good
188,331,1024,2,good
189,332,444,2,bad
190,333,192,3,good
191,335,801,2,bad
192,336,73,6,bad
193,337,928,2,good
194,339,32,12,good
195,340,896,1,good
196,344,658,2,bad
197,345,813,2,bad
198,346,414,1,bad
199,347,384,2,good
200,350,48,16,bad
201,351,576,2,good
202,352,566,1,bad
203,354,256,3,good
204,355,142,3,bad
205,356,928,2,good
206,357,288,2,good
207,359,288,4,good
208,360,448,1,good
209,361,849,1,bad
210,362,805,1,bad
211,364,96,4,good
212,366,224,4,good
213,367,757,1,bad
214,368,192,3,good
215,370,192,3,good
216,371,742,1,bad
217,372,448,2,good
218,373,160,4,good
219,375,799,1,bad
220,376,112,8,bad
221,378,384,1,good
222,380,546,1,bad
223,383,832,1,good
224,384,416,2,good
225,388,576,1,good
226,389,523,1,bad
227,390,544,2,good
228,393,896,2,good
229,395,128,8,good
230,396,864,1,good
231,397,992,2,good
232,399,288,3,good
233,401,608,2,good
234,402,921,1,bad
235,403,192,4,good
236,404,931,1,bad
237,412,704,1,good
238,415,1024,1,good
239,416,800,2,good
240,417,736,2,good
241,418,172,4,bad
242,419,703,1,bad
243,422,1024,2,good
244,423,704,2,good
245,426,64,14,good
246,427,864,1,good
247,430,224,4,good
248,431,608,1,good
249,432,479,2,bad
250,434,96,6,good
251,436,896,2,good
252,440,964,1,bad
253,441,1024,2,good
254,442,1014,1,bad
255,445,192,4,good
256,446,193,6,bad
257,448,64,10,good
258,449,240,3,bad
259,450,418,4,bad
260,451,341,2,bad
261,452,937,1,bad
262,453,960,2,good
263,455,768,1,good
264,457,630,1,bad
265,458,992,2,good
266,459,449,4,bad
267,460,137,7,bad
268,465,32,22,good
269,466,532,2,bad
270,469,567,1,bad
271,470,764,2,bad
272,471,896,1,good
273,475,992,1,good
274,477,143,7,bad
275,478,384,2,good
276,480,96,8,good
277,486,384,2,good
278,489,758,2,bad
279,490,448,3,good
280,491,903,2,bad
281,495,184,5,bad
282,496,224,3,good
283,500,209,5,bad
284,502,90,11,bad
285,503,1012,2,bad
286,504,192,4,good
287,507,421,3,bad
288,508,894,1,bad
289,512,352,2,good
290,514,352,2,good
291,516,602,2,bad
292,518,256,6,good
293,519,800,1,good
294,520,224,3,good
295,522,600,2,bad
296,524,667,1,bad
297,525,410,2,bad
298,526,807,2,bad
299,529,320,2,good
300,530,544,2,good
301,531,32,21,good
302,533,128,6,good
303,535,896,2,good
304,539,864,1,good
305,540,201,6,bad
306,541,291,3,bad
307,544,320,3,good
308,547,917,2,bad
309,549,704,1,good
310,551,960,2,good
311,556,445,3,bad
312,558,832,1,good
313,559,368,4,bad
314,560,672,1,good
315,564,1019,2,bad
316,567,256,3,good
317,570,704,1,good
318,571,128,5,good
319,576,774,2,bad
320,577,448,3,good
321,578,256,6,good
322,584,523,3,bad
323,586,136,6,bad
324,589,96,9,good
325,592,390,2,bad
326,594,544,4,good
327,596,736,2,good
328,598,605,1,bad
329,605,257,5,bad
330,608,864,2,good
331,609,192,7,good
332,611,64,20,good
333,612,348,4,bad
334,613,960,1,good
335,616,666,1,bad
336,621,325,4,bad
337,622,978,1,bad
338,624,384,2,good
339,626,32,29,good
340,629,608,4,good
341,631,956,2,bad
342,632,719,2,bad
343,633,411,3,bad
344,635,256,6,good
345,636,1023,2,bad
346,637,114,12,bad
347,644,691,2,bad
348,645,764,2,bad
349,651,512,3,good
350,653,807,2,bad
351,654,670,1,bad
352,657,560,4,bad
353,658,743,2,bad
354,659,202,4,bad
355,660,581,3,bad
356,662,608,3,good
357,670,832,2,good
358,671,288,3,good
359,672,32,37,good
360,675,736,2,good
361,677,608,2,good
362,679,850,2,bad
363,680,416,2,good
364,685,416,4,good
365,690,320,5,good
366,695,675,4,bad
367,696,863,2,bad
368,700,894,2,bad
369,701,447,4,bad
370,704,965,1,bad
371,705,984,1,bad
372,706,248,6,bad
373,709,996,1,bad
374,710,896,2,good
375,712,671,4,bad
376,714,1024,2,good
377,717,833,1,bad
378,721,928,2,good
379,725,832,1,good
380,726,832,2,good
381,730,274,4,bad
382,731,800,2,good
383,733,960,2,good
384,746,239,4,bad
385,750,352,3,good
386,752,32,42,good
387,754,759,1,bad
388,755,512,3,good
389,756,96,8,good
390,761,192,4,good
391,762,224,4,good
392,763,864,1,good
393,769,208,4,bad
394,772,96,18,good
395,773,320,4,good
396,776,948,1,bad
397,777,35,29,bad
398,779,960,1,good
399,784,767,3,bad
400,786,352,3,good
401,795,544,4,good
402,803,192,7,good
403,804,682,4,bad
404,805,48,22,bad
405,809,96,14,good
406,810,887,2,bad
407,811,704,3,good
408,813,1020,1,bad
409,814,1024,2,good
410,819,189,7,bad
411,821,850,1,bad
412,824,544,4,good
413,830,192,8,good
414,833,160,7,good
415,837,704,3,good
416,839,608,3,good
417,840,64,17,good
418,843,726,4,bad
419,844,704,2,good
420,845,862,1,bad
421,847,838,4,bad
422,853,166,10,bad
423,858,800,3,good
424,859,423,3,bad
425,860,288,4,good
426,861,960,1,good
427,864,96,10,good
428,870,640,4,good
429,874,480,3,good
430,880,608,2,good
431,885,802,3,bad
432,888,264,8,bad
433,891,448,3,good
434,892,194,8,bad
435,894,352,4,good
436,898,921,1,bad
437,899,512,4,good
438,905,324,3,bad
439,906,512,4,good
440,908,704,2,good
441,913,875,4,bad
442,914,348,6,bad
443,918,792,3,bad
444,930,960,2,good
445,933,848,4,bad
446,935,1024,2,good
447,937,32,48,good
448,939,544,4,good
449,946,552,4,bad
450,947,960,1,good
451,956,1024,1,good
452,958,192,7,good
453,964,289,5,bad
454,967,336,3,bad
455,970,768,4,good
456,973,992,2,good
457,976,357,6,bad
458,978,965,2,bad
459,986,781,3,bad
460,994,480,3,good
461,996,490,6,bad
462,997,832,3,good
463,1003,544,2,good
464,1006,352,5,good
465,1009,781,2,bad
466,1010,832,3,good
467,1012,864,3,good
468,1024,419,5,bad
469,1027,800,4,good
470,1033,726,4,bad
471,1036,576,4,good
472,1038,288,7,good
473,1039,893,2,bad
474,1040,672,2,good
475,1047,992,3,good
476,1050,410,5,bad
477,1051,800,3,good
478,1053,448,4,good
479,1057,672,3,good
480,1059,331,4,bad
481,1060,515,6,bad
482,1061,992,4,good
483,1062,713,2,bad
484,1068,448,6,good
485,1070,469,3,bad
486,1074,379,3,bad
487,1079,495,4,bad
488,1094,334,6,bad
489,1095,337,6,bad
490,1096,672,2,good
491,1102,98,14,bad
492,1103,210,12,bad
493,1105,672,3,good
494,1123,912,2,bad
495,1133,640,2,good
496,1136,864,2,good
497,1137,194,10,bad
498,1142,192,11,good
499,1143,576,2,good
500,1144,32,69,good
501,1145,1024,4,good
502,1146,288,6,good
503,1147,382,5,bad
504,1149,457,3,bad
505,1151,544,4,good
506,1154,672,3,good
507,1157,555,6,bad
508,1159,1002,3,bad
509,1161,672,4,good
510,1168,65,34,bad
511,1169,960,4,good
512,1170,595,3,bad
513,1173,424,4,bad
514,1174,704,2,good
515,1177,946,3,bad
516,1179,928,2,good
517,1181,672,3,good
518,1188,160,9,good
519,1191,128,15,good
520,1192,896,3,good
521,1194,288,7,good
522,1199,951,4,bad
523,1200,416,6,good
524,1203,508,3,bad
525,1210,672,3,good
526,1211,686,2,bad
527,1216,791,3,bad
528,1219,64,21,good
529,1222,992,2,good
530,1223,960,3,good
531,1224,926,3,bad
532,1232,128,15,good
533,1240,454,5,bad
534,1250,960,3,good
535,1251,306,7,bad
536,1254,897,3,bad
537,1259,650,2,bad
538,1263,976,4,bad
539,1270,497,6,bad
540,1271,146,14,bad
541,1272,147,13,bad
542,1274,886,3,bad
543,1278,972,3,bad
544,1290,290,8,bad
545,1291,384,4,good
546,1293,843,4,bad
547,1295,576,3,good
548,1296,896,3,good
549,1299,192,10,good
550,1301,64,30,good
551,1304,372,7,bad
552,1306,525,6,bad
553,1313,1005,2,bad
554,1331,304,7,bad
555,1335,32,44,good
556,1336,864,3,good
557,1337,221,7,bad
558,1340,464,5,bad
559,1343,832,2,good
560,1346,576,3,good
561,1358,704,3,good
562,1366,260,12,bad
563,1369,308,8,bad
564,1370,800,2,good
565,1375,851,4,bad
566,1379,416,7,good
567,1380,165,10,bad
568,1381,403,6,bad
569,1382,576,6,good
570,1383,360,5,bad
571,1384,517,6,bad
572,1391,32,77,good
573,1399,629,6,bad
574,1403,833,2,bad
575,1405,128,12,good
576,1410,288,8,good
577,1414,160,16,good
578,1431,134,15,bad
579,1432,370,8,bad
580,1433,882,3,bad
581,1438,558,3,bad
582,1441,800,2,good
583,1444,960,3,good
584,1445,480,6,good
585,1449,832,2,good
586,1458,940,2,bad
587,1470,51,52,bad
588,1473,576,5,good
589,1474,389,6,bad
590,1479,394,4,bad
591,1482,509,6,bad
592,1499,640,3,good
593,1500,168,15,bad
594,1509,96,18,good
595,1511,881,4,bad
596,1515,288,9,good
597,1519,624,6,bad
598,1523,670,3,bad
599,1528,906,2,bad
600,1541,492,7,bad
601,1550,217,16,bad
602,1552,655,4,bad
603,1558,576,5,good
604,1562,616,5,bad
605,1566,585,5,bad
606,1568,885,4,bad
607,1571,882,3,bad
608,1582,288,6,good
609,1588,640,3,good
610,1589,604,6,bad
611,1590,192,16,good
612,1593,928,4,good
613,1597,320,7,good
614,1612,480,6,good
615,1615,757,3,bad
616,1620,863,2,bad
617,1621,64,26,good
618,1625,235,10,bad
619,1631,421,5,bad
620,1642,224,11,good
621,1655,214,12,bad
622,1656,1024,3,good
623,1658,310,11,bad
624,1662,800,4,good
625,1671,110,26,bad
626,1680,161,14,bad
627,1697,893,4,bad
628,1701,885,4,bad
629,1706,970,3,bad
630,1707,288,9,good
631,1709,839,5,bad
632,1711,224,8,good
633,1714,164,22,bad
634,1715,53,38,bad
635,1725,448,6,good
636,1728,480,6,good
637,1739,928,2,good
638,1741,276,9,bad
639,1748,1024,2,good
640,1769,800,6,good
641,1773,875,6,bad
642,1776,960,3,good
643,1779,299,7,bad
644,1782,571,6,bad
645,1783,174,12,bad
646,1786,96,34,good
647,1790,992,3,good
648,1799,736,3,good
649,1802,915,4,bad
650,1804,39,84,bad
651,1815,224,14,good
652,1821,824,6,bad
653,1829,566,6,bad
654,1832,704,5,good
655,1833,826,5,bad
656,1835,768,3,good
657,1837,736,5,good
658,1851,669,3,bad
659,1854,608,4,good
660,1860,128,21,good
661,1866,704,6,good
662,1867,109,21,bad
663,1879,224,15,good
664,1882,1024,2,good
665,1896,760,6,bad
666,1899,824,3,bad
667,1909,194,15,bad
668,1913,764,4,bad
669,1917,466,6,bad
670,1919,127,28,bad
671,1922,256,11,good
672,1935,192,12,good
673,1942,576,8,good
674,1943,243,14,bad
675,1945,64,35,good
676,1954,704,5,good
677,1965,1024,2,good
678,1967,410,5,bad
679,1971,256,9,good
680,1975,960,5,good
681,1989,512,8,good
682,1998,384,8,good
683,2000,800,3,good
684,2007,352,7,good
685,2011,60,49,bad
686,2015,100,42,bad
687,2027,416,7,good
688,2029,800,3,good
689,2032,544,6,good
690,2043,864,4,good
