Index,ProblemSize,ThreadsPerBlock,NumBlocks,Alignment
404,1537,580,23,bad
405,1537,580,47,bad
406,1537,580,126,bad
407,1537,580,179,bad
408,1537,580,227,bad
409,1537,580,348,bad
410,1537,580,848,bad
411,1537,553,5,bad
412,1537,553,8,bad
413,1537,553,13,bad
414,1537,553,23,bad
415,1537,553,47,bad
416,1537,553,126,bad
417,1537,553,179,bad
418,1537,553,227,bad
419,1537,553,348,bad
420,1537,553,848,bad
421,1537,304,5,bad
422,1537,304,8,bad
423,1537,304,13,bad
424,1537,304,23,bad
425,1537,304,47,bad
426,1537,304,126,bad
427,1537,304,179,bad
428,1537,304,227,bad
429,1537,304,348,bad
430,1537,304,848,bad
431,1537,288,5,good
432,1537,288,8,good
433,1537,288,13,good
434,1537,288,23,good
435,1537,288,47,good
436,1537,288,126,good
437,1537,288,179,good
438,1537,288,227,good
439,1537,288,348,good
440,1537,288,848,good
441,1537,768,5,good
442,1537,768,8,good
443,1537,768,13,good
444,1537,768,23,good
445,1537,768,47,good
446,1537,768,126,good
447,1537,768,179,good
448,1537,768,227,good
449,1537,768,348,good
450,1537,768,848,good
451,1537,960,5,good
452,1537,960,8,good
453,1537,960,13,good
454,1537,960,23,good
455,1537,960,47,good
456,1537,960,126,good
457,1537,960,179,good
458,1537,960,227,good
459,1537,960,348,good
460,1537,960,848,good
461,1537,215,5,bad
462,1537,215,8,bad
463,1537,215,13,bad
464,1537,215,23,bad
465,1537,215,47,bad
466,1537,215,126,bad
467,1537,215,179,bad
468,1537,215,227,bad
469,1537,215,348,bad
470,1537,215,848,bad
471,1537,160,5,good
472,1537,160,8,good
473,1537,160,13,good
474,1537,160,23,good
475,1537,160,47,good
476,1537,160,126,good
477,1537,160,179,good
478,1537,160,227,good
479,1537,160,348,good
480,1537,160,848,good
481,1537,247,5,bad
482,1537,247,8,bad
483,1537,247,13,bad
484,1537,247,23,bad
485,1537,247,47,bad
486,1537,247,126,bad
487,1537,247,179,bad
488,1537,247,227,bad
489,1537,247,348,bad
490,1537,247,848,bad
491,1537,640,5,good
492,1537,640,8,good
493,1537,640,13,good
494,1537,640,23,good
495,1537,640,47,good
496,1537,640,126,good
497,1537,640,179,good
498,1537,640,227,good
499,1537,640,348,good
500,1537,640,848,good
501,1858,580,5,bad
502,1858,580,8,bad
503,1858,580,13,bad
504,1858,580,23,bad
505,1858,580,47,bad
506,1858,580,126,bad
507,1858,580,179,bad
508,1858,580,227,bad
509,1858,580,348,bad
510,1858,580,848,bad
511,1858,553,5,bad
512,1858,553,8,bad
513,1858,553,13,bad
514,1858,553,23,bad
515,1858,553,47,bad
516,1858,553,126,bad
517,1858,553,179,bad
518,1858,553,227,bad
519,1858,553,348,bad
520,1858,553,848,bad
521,1858,304,5,bad
522,1858,304,8,bad
523,1858,304,13,bad
524,1858,304,23,bad
525,1858,304,47,bad
526,1858,304,126,bad
527,1858,304,179,bad
528,1858,304,227,bad
529,1858,304,348,bad
530,1858,304,848,bad
531,1858,288,5,good
532,1858,288,8,good
533,1858,288,13,good
534,1858,288,23,good
535,1858,288,47,good
536,1858,288,126,good
537,1858,288,179,good
538,1858,288,227,good
539,1858,288,348,good
540,1858,288,848,good
541,1858,768,5,good
542,1858,768,8,good
543,1858,768,13,good
544,1858,768,23,good
545,1858,768,47,good
546,1858,768,126,good
547,1858,768,179,good
548,1858,768,227,good
549,1858,768,348,good
550,1858,768,848,good
551,1858,960,5,good
552,1858,960,8,good
553,1858,960,13,good
554,1858,960,23,good
555,1858,960,47,good
556,1858,960,126,good
557,1858,960,179,good
558,1858,960,227,good
559,1858,960,348,good
560,1858,960,848,good
561,1858,215,5,bad
562,1858,215,8,bad
563,1858,215,13,bad
564,1858,215,23,bad
565,1858,215,47,bad
566,1858,215,126,bad
567,1858,215,179,bad
568,1858,215,227,bad
569,1858,215,348,bad
570,1858,215,848,bad
571,1858,160,5,good
572,1858,160,8,good
573,1858,160,13,good
574,1858,160,23,good
575,1858,160,47,good
576,1858,160,126,good
577,1858,160,179,good
578,1858,160,227,good
579,1858,160,348,good
580,1858,160,848,good
581,1858,247,5,bad
582,1858,247,8,bad
583,1858,247,13,bad
584,1858,247,23,bad
585,1858,247,47,bad
586,1858,247,126,bad
587,1858,247,179,bad
588,1858,247,227,bad
589,1858,247,348,bad
590,1858,247,848,bad
591,1858,640,5,good
592,1858,640,8,good
593,1858,640,13,good
594,1858,640,23,good
595,1858,640,47,good
596,1858,640,126,good
597,1858,640,179,good
598,1858,640,227,good
599,1858,640,348,good
600,1858,640,848,good
601,1998,580,5,bad
602,1998,580,8,bad
603,1998,580,13,bad
604,1998,580,23,bad
605,1998,580,47,bad
606,1998,580,126,bad
607,1998,580,179,bad
608,1998,580,227,bad
609,1998,580,348,bad
610,1998,580,848,bad
611,1998,553,5,bad
612,1998,553,8,bad
613,1998,553,13,bad
614,1998,553,23,bad
615,1998,553,47,bad
616,1998,553,126,bad
617,1998,553,179,bad
618,1998,553,227,bad
619,1998,553,348,bad
620,1998,553,848,bad
621,1998,304,5,bad
622,1998,304,8,bad
623,1998,304,13,bad
624,1998,304,23,bad
625,1998,304,47,bad
626,1998,304,126,bad
627,1998,304,179,bad
628,1998,304,227,bad
629,1998,304,348,bad
630,1998,304,848,bad
631,1998,288,5,good
632,1998,288,8,good
633,1998,288,13,good
634,1998,288,23,good
635,1998,288,47,good
636,1998,288,126,good
637,1998,288,179,good
638,1998,288,227,good
639,1998,288,348,good
640,1998,288,848,good
641,1998,768,5,good
642,1998,768,8,good
643,1998,768,13,good
644,1998,768,23,good
645,1998,768,47,good
646,1998,768,126,good
647,1998,768,179,good
648,1998,768,227,good
649,1998,768,348,good
650,1998,768,848,good
651,1998,960,5,good
652,1998,960,8,good
653,1998,960,13,good
654,1998,960,23,good
655,1998,960,47,good
656,1998,960,126,good
657,1998,960,179,good
658,1998,960,227,good
659,1998,960,348,good
660,1998,960,848,good
661,1998,215,5,bad
662,1998,215,8,bad
663,1998,215,13,bad
664,1998,215,23,bad
665,1998,215,47,bad
666,1998,215,126,bad
667,1998,215,179,bad
668,1998,215,227,bad
669,1998,215,348,bad
670,1998,215,848,bad
671,1998,160,5,good
672,1998,160,8,good
673,1998,160,13,good
674,1998,160,23,good
675,1998,160,47,good
676,1998,160,126,good
677,1998,160,179,good
678,1998,160,227,good
679,1998,160,348,good
680,1998,160,848,good
681,1998,247,5,bad
682,1998,247,8,bad
683,1998,247,13,bad
684,1998,247,23,bad
685,1998,247,47,bad
686,1998,247,126,bad
687,1998,247,179,bad
688,1998,247,227,bad
689,1998,247,348,bad
690,1998,247,848,bad
691,1998,640,5,good
692,1998,640,8,good
693,1998,640,13,good
694,1998,640,23,good
695,1998,640,47,good
696,1998,640,126,good
697,1998,640,179,good
698,1998,640,227,good
699,1998,640,348,good
700,1998,640,848,good
701,2443,580,5,bad
702,2443,580,8,bad
703,2443,580,13,bad
704,2443,580,23,bad
705,2443,580,47,bad
706,2443,580,126,bad
707,2443,580,179,bad
708,2443,580,227,bad
709,2443,580,348,bad
710,2443,580,848,bad
711,2443,553,5,bad
712,2443,553,8,bad
713,2443,553,13,bad
714,2443,553,23,bad
715,2443,553,47,bad
716,2443,553,126,bad
717,2443,553,179,bad
718,2443,553,227,bad
719,2443,553,348,bad
720,2443,553,848,bad
721,2443,304,5,bad
722,2443,304,8,bad
723,2443,304,13,bad
724,2443,304,23,bad
725,2443,304,47,bad
726,2443,304,126,bad
727,2443,304,179,bad
728,2443,304,227,bad
729,2443,304,348,bad
730,2443,304,848,bad
731,2443,288,5,good
732,2443,288,8,good
733,2443,288,13,good
734,2443,288,23,good
735,2443,288,47,good
736,2443,288,126,good
737,2443,288,179,good
738,2443,288,227,good
739,2443,288,348,good
740,2443,288,848,good
741,2443,768,5,good
742,2443,768,8,good
743,2443,768,13,good
744,2443,768,23,good
745,2443,768,47,good
746,2443,768,126,good
747,2443,768,179,good
748,2443,768,227,good
749,2443,768,348,good
750,2443,768,848,good
751,2443,960,5,good
752,2443,960,8,good
753,2443,960,13,good
754,2443,960,23,good
755,2443,960,47,good
756,2443,960,126,good
757,2443,960,179,good
758,2443,960,227,good
759,2443,960,348,good
760,2443,960,848,good
761,2443,215,5,bad
762,2443,215,8,bad
763,2443,215,13,bad
764,2443,215,23,bad
765,2443,215,47,bad
766,2443,215,126,bad
767,2443,215,179,bad
768,2443,215,227,bad
769,2443,215,348,bad
770,2443,215,848,bad
771,2443,160,5,good
772,2443,160,8,good
773,2443,160,13,good
774,2443,160,23,good
775,2443,160,47,good
776,2443,160,126,good
777,2443,160,179,good
778,2443,160,227,good
779,2443,160,348,good
780,2443,160,848,good
781,2443,247,5,bad
782,2443,247,8,bad
783,2443,247,13,bad
784,2443,247,23,bad
785,2443,247,47,bad
786,2443,247,126,bad
787,2443,247,179,bad
788,2443,247,227,bad
789,2443,247,348,bad
790,2443,247,848,bad
791,2443,640,5,good
792,2443,640,8,good
793,2443,640,13,good
794,2443,640,23,good
795,2443,640,47,good
796,2443,640,126,good
797,2443,640,179,good
798,2443,640,227,good
799,2443,640,348,good
800,2443,640,848,good
801,2727,580,5,bad
802,2727,580,8,bad
803,2727,580,13,bad
804,2727,580,23,bad
805,2727,580,47,bad
806,2727,580,126,bad
807,2727,580,179,bad
808,2727,580,227,bad
809,2727,580,348,bad
810,2727,580,848,bad
811,2727,553,5,bad
812,2727,553,8,bad
813,2727,553,13,bad
814,2727,553,23,bad
815,2727,553,47,bad
816,2727,553,126,bad
817,2727,553,179,bad
818,2727,553,227,bad
819,2727,553,348,bad
820,2727,553,848,bad
821,2727,304,5,bad
822,2727,304,8,bad
823,2727,304,13,bad
824,2727,304,23,bad
825,2727,304,47,bad
826,2727,304,126,bad
827,2727,304,179,bad
828,2727,304,227,bad
829,2727,304,348,bad
830,2727,304,848,bad
831,2727,288,5,good
832,2727,288,8,good
833,2727,288,13,good
834,2727,288,23,good
835,2727,288,47,good
836,2727,288,126,good
837,2727,288,179,good
838,2727,288,227,good
839,2727,288,348,good
840,2727,288,848,good
841,2727,768,5,good
842,2727,768,8,good
843,2727,768,13,good
844,2727,768,23,good
845,2727,768,47,good
846,2727,768,126,good
847,2727,768,179,good
848,2727,768,227,good
849,2727,768,348,good
850,2727,768,848,good
851,2727,960,5,good
852,2727,960,8,good
853,2727,960,13,good
854,2727,960,23,good
855,2727,960,47,good
856,2727,960,126,good
857,2727,960,179,good
858,2727,960,227,good
859,2727,960,348,good
860,2727,960,848,good
861,2727,215,5,bad
862,2727,215,8,bad
863,2727,215,13,bad
864,2727,215,23,bad
865,2727,215,47,bad
866,2727,215,126,bad
867,2727,215,179,bad
868,2727,215,227,bad
869,2727,215,348,bad
870,2727,215,848,bad
871,2727,160,5,good
872,2727,160,8,good
873,2727,160,13,good
874,2727,160,23,good
875,2727,160,47,good
876,2727,160,126,good
877,2727,160,179,good
878,2727,160,227,good
879,2727,160,348,good
880,2727,160,848,good
881,2727,247,5,bad
882,2727,247,8,bad
883,2727,247,13,bad
884,2727,247,23,bad
885,2727,247,47,bad
886,2727,247,126,bad
887,2727,247,179,bad
888,2727,247,227,bad
889,2727,247,348,bad
890,2727,247,848,bad
891,2727,640,5,good
892,2727,640,8,good
893,2727,640,13,good
894,2727,640,23,good
895,2727,640,47,good
896,2727,640,126,good
897,2727,640,179,good
898,2727,640,227,good
899,2727,640,348,good
900,2727,640,848,good
901,3271,580,5,bad
902,3271,580,8,bad
903,3271,580,13,bad
904,3271,580,23,bad
905,3271,580,47,bad
906,3271,580,126,bad
907,3271,580,179,bad
908,3271,580,227,bad
909,3271,580,348,bad
910,3271,580,848,bad
911,3271,553,5,bad
912,3271,553,8,bad
913,3271,553,13,bad
914,3271,553,23,bad
915,3271,553,47,bad
916,3271,553,126,bad
917,3271,553,179,bad
918,3271,553,227,bad
919,3271,553,348,bad
920,3271,553,848,bad
921,3271,304,5,bad
922,3271,304,8,bad
923,3271,304,13,bad
924,3271,304,23,bad
925,3271,304,47,bad
926,3271,304,126,bad
927,3271,304,179,bad
928,3271,304,227,bad
929,3271,304,348,bad
930,3271,304,848,bad
931,3271,288,5,good
932,3271,288,8,good
933,3271,288,13,good
934,3271,288,23,good
935,3271,288,47,good
936,3271,288,126,good
937,3271,288,179,good
938,3271,288,227,good
939,3271,288,348,good
940,3271,288,848,good
941,3271,768,5,good
942,3271,768,8,good
943,3271,768,13,good
944,3271,768,23,good
945,3271,768,47,good
946,3271,768,126,good
947,3271,768,179,good
948,3271,768,227,good
949,3271,768,348,good
950,3271,768,848,good
951,3271,960,5,good
952,3271,960,8,good
953,3271,960,13,good
954,3271,960,23,good
955,3271,960,47,good
956,3271,960,126,good
957,3271,960,179,good
958,3271,960,227,good
959,3271,960,348,good
960,3271,960,848,good
961,3271,215,5,bad
962,3271,215,8,bad
963,3271,215,13,bad
964,3271,215,23,bad
965,3271,215,47,bad
966,3271,215,126,bad
967,3271,215,179,bad
968,3271,215,227,bad
969,3271,215,348,bad
970,3271,215,848,bad
971,3271,160,5,good
972,3271,160,8,good
973,3271,160,13,good
974,3271,160,23,good
975,3271,160,47,good
976,3271,160,126,good
977,3271,160,179,good
978,3271,160,227,good
979,3271,160,348,good
980,3271,160,848,good
981,3271,247,5,bad
982,3271,247,8,bad
983,3271,247,13,bad
984,3271,247,23,bad
985,3271,247,47,bad
986,3271,247,126,bad
987,3271,247,179,bad
988,3271,247,227,bad
989,3271,247,348,bad
990,3271,247,848,bad
991,3271,640,5,good
992,3271,640,8,good
993,3271,640,13,good
994,3271,640,23,good
995,3271,640,47,good
996,3271,640,126,good
997,3271,640,179,good
998,3271,640,227,good
999,3271,640,348,good
1000,3271,640,848,good
1001,3374,580,5,bad
1002,3374,580,8,bad
1003,3374,580,13,bad
1004,3374,580,23,bad
1005,3374,580,47,bad
1006,3374,580,126,bad
1007,3374,580,179,bad
1008,3374,580,227,bad
1009,3374,580,348,bad
1010,3374,580,848,bad
1011,3374,553,5,bad
1012,3374,553,8,bad
1013,3374,553,13,bad
1014,3374,553,23,bad
1015,3374,553,47,bad
1016,3374,553,126,bad
1017,3374,553,179,bad
1018,3374,553,227,bad
1019,3374,553,348,bad
1020,3374,553,848,bad
1021,3374,304,5,bad
1022,3374,304,8,bad
1023,3374,304,13,bad
1024,3374,304,23,bad
1025,3374,304,47,bad
1026,3374,304,126,bad
1027,3374,304,179,bad
1028,3374,304,227,bad
1029,3374,304,348,bad
1030,3374,304,848,bad
1031,3374,288,5,good
1032,3374,288,8,good
1033,3374,288,13,good
1034,3374,288,23,good
1035,3374,288,47,good
1036,3374,288,126,good
1037,3374,288,179,good
1038,3374,288,227,good
1039,3374,288,348,good
1040,3374,288,848,good
1041,3374,768,5,good
1042,3374,768,8,good
1043,3374,768,13,good
1044,3374,768,23,good
1045,3374,768,47,good
1046,3374,768,126,good
1047,3374,768,179,good
1048,3374,768,227,good
1049,3374,768,348,good
1050,3374,768,848,good
1051,3374,960,5,good
1052,3374,960,8,good
1053,3374,960,13,good
1054,3374,960,23,good
1055,3374,960,47,good
1056,3374,960,126,good
1057,3374,960,179,good
1058,3374,960,227,good
1059,3374,960,348,good
1060,3374,960,848,good
1061,3374,215,5,bad
1062,3374,215,8,bad
1063,3374,215,13,bad
1064,3374,215,23,bad
1065,3374,215,47,bad
1066,3374,215,126,bad
1067,3374,215,179,bad
1068,3374,215,227,bad
1069,3374,215,348,bad
1070,3374,215,848,bad
1071,3374,160,5,good
1072,3374,160,8,good
1073,3374,160,13,good
1074,3374,160,23,good
1075,3374,160,47,good
1076,3374,160,126,good
1077,3374,160,179,good
1078,3374,160,227,good
1079,3374,160,348,good
1080,3374,160,848,good
1081,3374,247,5,bad
1082,3374,247,8,bad
1083,3374,247,13,bad
1084,3374,247,23,bad
1085,3374,247,47,bad
1086,3374,247,126,bad
1087,3374,247,179,bad
1088,3374,247,227,bad
1089,3374,247,348,bad
1090,3374,247,848,bad
1091,3374,640,5,good
1092,3374,640,8,good
1093,3374,640,13,good
1094,3374,640,23,good
1095,3374,640,47,good
1096,3374,640,126,good
1097,3374,640,179,good
1098,3374,640,227,good
1099,3374,640,348,good
1100,3374,640,848,good
1101,3532,580,5,bad
1102,3532,580,8,bad
1103,3532,580,13,bad
1104,3532,580,23,bad
1105,3532,580,47,bad
1106,3532,580,126,bad
1107,3532,580,179,bad
1108,3532,580,227,bad
1109,3532,580,348,bad
1110,3532,580,848,bad
1111,3532,553,5,bad
1112,3532,553,8,bad
1113,3532,553,13,bad
1114,3532,553,23,bad
1115,3532,553,47,bad
1116,3532,553,126,bad
1117,3532,553,179,bad
1118,3532,553,227,bad
1119,3532,553,348,bad
1120,3532,553,848,bad
1121,3532,304,5,bad
1122,3532,304,8,bad
1123,3532,304,13,bad
1124,3532,304,23,bad
1125,3532,304,47,bad
1126,3532,304,126,bad
1127,3532,304,179,bad
1128,3532,304,227,bad
1129,3532,304,348,bad
1130,3532,304,848,bad
1131,3532,288,5,good
1132,3532,288,8,good
1133,3532,288,13,good
1134,3532,288,23,good
1135,3532,288,47,good
1136,3532,288,126,good
1137,3532,288,179,good
1138,3532,288,227,good
1139,3532,288,348,good
1140,3532,288,848,good
1141,3532,768,5,good
1142,3532,768,8,good
1143,3532,768,13,good
1144,3532,768,23,good
1145,3532,768,47,good
1146,3532,768,126,good
1147,3532,768,179,good
1148,3532,768,227,good
1149,3532,768,348,good
1150,3532,768,848,good
1151,3532,960,5,good
1152,3532,960,8,good
1153,3532,960,13,good
1154,3532,960,23,good
1155,3532,960,47,good
1156,3532,960,126,good
1157,3532,960,179,good
1158,3532,960,227,good
1159,3532,960,348,good
1160,3532,960,848,good
1161,3532,215,5,bad
1162,3532,215,8,bad
1163,3532,215,13,bad
1164,3532,215,23,bad
1165,3532,215,47,bad
1166,3532,215,126,bad
1167,3532,215,179,bad
1168,3532,215,227,bad
1169,3532,215,348,bad
1170,3532,215,848,bad
1171,3532,160,5,good
1172,3532,160,8,good
1173,3532,160,13,good
1174,3532,160,23,good
1175,3532,160,47,good
1176,3532,160,126,good
1177,3532,160,179,good
1178,3532,160,227,good
1179,3532,160,348,good
1180,3532,160,848,good
1181,3532,247,5,bad
1182,3532,247,8,bad
1183,3532,247,13,bad
1184,3532,247,23,bad
1185,3532,247,47,bad
1186,3532,247,126,bad
1187,3532,247,179,bad
1188,3532,247,227,bad
1189,3532,247,348,bad
1190,3532,247,848,bad
1191,3532,640,5,good
1192,3532,640,8,good
1193,3532,640,13,good
1194,3532,640,23,good
